Joint_1_Position,Joint_1_Velocity,Joint_1_Effort,Joint_2_Position,Joint_2_Velocity,Joint_2_Effort,Joint_3_Position,Joint_3_Velocity,Joint_3_Effort,Joint_4_Position,Joint_4_Velocity,Joint_4_Effort,Joint_5_Position,Joint_5_Velocity,Joint_5_Effort,Joint_6_Position,Joint_6_Velocity,Joint_6_Effort,Force X,Force Y,Force Z,Torque X,Torque Y,Torque Z
-0.45474901312993016,0.4765918348559366,0.7563716545204021,-0.908295617251075,0.15727417185294312,1.3197292360351502,1.7114832374872146,0.014183410484681294,-0.031482145001967186,1.8847158787382614,-0.8475166797650202,-0.39049463745293267,1.9750225728444544,0.02053529126416205,0.0033713098785258027,1.6921849321570095,-0.22653253148360147,-0.4926767213041248,0.8985589382419545,-6.963734220551085,-2.6135924992852617,0.7154210192160672,0.2585199128773974,0.0804597288629585
-0.5214265507159906,-0.0845515093767027,-0.2651932844075307,-0.014218796072587867,0.08232101455273899,-0.19882698066611387,-0.6707058988732564,-0.05277773836612828,0.00149068385762314,-0.031353487193218864,-0.023840079540244263,-0.3713543161403371,-0.23819117410249635,0.05209097267511901,-0.002373819325223843,-0.7187864987129282,-0.20626629002746727,-0.31129766304913514,0.4595370076290564,-2.0227670115435874,8.556294464640278,0.1273359523879126,0.0491870327031738,0.020613801621057
-0.6017809668233949,-0.09253686735827468,-0.25319860035760705,-0.1156209198081854,-0.1695730407228202,-0.13667519876246012,0.25882131359073646,0.20852849947164878,0.1533590626518728,0.9344974632869799,0.22685154854202097,0.16585834104415664,-0.13030224324417294,0.5542859122104766,0.3098940905546754,0.27364650442772026,0.932521991437195,0.5491662003138222,-8.668657722365806,-1.950706871933888,11.8158690873769,0.1361414197614777,-0.5372452342100463,-0.1496160879868653
1.6031214544340806,-0.6745122214173299,-0.7716575842306385,-1.8653065523041883,-0.10531347086978067,1.0869358948513272,0.9129297057135662,1.284533513545192,0.5733054546814237,0.46505595667730276,0.7739869301901398,0.3550253823480919,1.1398154941942076,1.5649578253518786,1.2698977258321504,0.7785243003928168,1.9588099844763387,1.4899912966054718,-22.53960047124716,-5.393319370975771,16.049197330500373,0.3135730971359677,-1.3931124043625756,-0.3380047986441258
-0.2639433295345741,0.9199245487042153,0.6162082053313676,-0.7821978161009543,-0.5827813390434209,0.7718783358633413,-0.9965914507560579,-0.2537831746550416,-0.10333706095258484,1.8054909330859812,-0.8836763406020979,0.5943612916855949,-1.1631104234361982,-0.22737120194282484,-0.15848782025628397,-0.9257500921393408,-0.1405466058267422,-0.1231547222860918,-3.396784049996916,1.257658872755476,-2.72328613498361,0.1291641977414556,-0.0420420832393508,-0.0051801271006523
0.1885054121213083,0.4058419530766008,1.6804630068331636,0.9068293506141594,0.34219668849313584,-0.012507184444265391,-0.6533617311915157,-0.16147176148729903,0.18272335286823235,-0.9476212931916503,-0.11870406886375234,1.378776769853999,-0.7988373351076944,-0.07582988706400665,0.0030810981429244162,-0.6068259948440833,-0.10608679456439467,-0.2621232325278712,-8.715600784809812,0.754839474299656,-9.188621646315042,0.2428561851165076,-0.4241715201579977,-0.0591682726093728
-1.229092568835377,2.9968410277121027,3.375932465838991,1.586039590571933,-1.3965948013430238,0.24908320647572244,0.00034908813410148437,-0.42170248073692945,-1.0221179153925426,0.15509341181387254,-4.059552565641321,1.6211346248135112,-0.28901175670192303,0.9066164296460041,-0.23893031992433159,0.03713040089534235,-0.3553475282579429,-0.3064941447800458,-0.3242495469236224,6.497293632774107,-24.536357788533085,0.3228135354027851,0.2306432813049885,0.0439574263860998
-0.11652192016606071,-1.517548711488729,-0.9597784217706765,-1.1546784937782684,1.0455331091478919,0.4891698497132928,1.6141692522161908,0.9544153863951249,0.5323079179517506,1.7242026055224469,0.8917187245886437,-0.6642478775436411,1.8561812104765216,1.0301086023821977,1.417059158205776,1.4974359953075618,1.244530324978904,1.262201276904749,-20.98804856212823,-7.320097330791144,17.13264818326048,0.4282878453154694,-1.268787088328794,-0.2841968728561579
-0.6505880365219094,0.7153824630681443,-1.209421429262424,0.4698269811935034,-1.8733942428101813,-2.0347992928611247,-0.04966819144584954,1.363174452720167,2.2881862819683954,0.4106107667879663,0.5178755156342122,1.6095657423641232,-0.35229562874116194,0.3353215598060276,1.477758655585335,-0.1133432304455536,1.5100001010163733,2.6136212175622924,-36.88013507202409,-10.671856594256624,27.746039895518205,0.4955809452769019,-2.4631490422789937,-0.5546169083707139
0.007242685956341342,-0.2070463208035895,-0.4603639406175558,0.1372954576231188,-0.2160246188340785,-0.5037375675588986,-0.3788226171753729,0.17876219965817544,0.2746528491490182,0.1548864056745737,0.4434752715957934,0.14743556951029999,-0.5762316978527898,0.09371058612979767,0.1435775130078214,-0.36212276360820483,0.7075660236207537,0.3698547878420145,-8.04164019247837,-1.5992176733249606,15.203564088079824,0.104061222492116,-0.4471526033288632,-0.1163813275305808
